url_baza,url_strony,n_strony,id_oferty,tytul_oferty,link_oferty,oferta_cena,oferta_waluta,oferta_miejscowosc,oferta_rocznik,oferta_przebieg,oferta_pojemnosc,oferta_paliwo
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6107944752,Audi A3 1.9 TDIe Sportback DPF,https://www.otomoto.pl/oferta/audi-a3-super-stan-s-line-ID6FmjrV.html,18900,PLN,Tarnów (Małopolskie),2006,245350,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6105715464,Audi A3 1.9 TDI Attraction,https://www.otomoto.pl/oferta/audi-a3-audi-a3-sportback-1-9-tdi-ID6FcXwG.html,13000,PLN,Piaseczno (Mazowieckie),2006,380000,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6108746879,Audi A3 2.0 TDI DPF Quattro Attraction,https://www.otomoto.pl/oferta/audi-a3-ladna-zadbana-oryginalny-s-line-ID6FpG7t.html,23999,PLN,Nowy Dwór Gdański (Pomorskie),2006,169000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6108449168,Audi A3,https://www.otomoto.pl/oferta/audi-a3-1-6-klimatronic-ID6FoqFG.html,23000,PLN,Łódź (Łódzkie),2008,222794,1595,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6103412191,Audi A3 1.9 TDI Ambiente,https://www.otomoto.pl/oferta/audi-a3-1-rok-gwarancji-w-cenie-auta-zamiana-1-9-tdi-zamiana-alu-ID6F3ik7.html,16800,PLN,Świdnica (Dolnośląskie),2006,319000,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6108681088,Audi A3 1.9 TDI Ambiente,https://www.otomoto.pl/oferta/audi-a3-audi-a3-1-9tdi-5-drzwiowy-s-line-ID6Fpp0k.html,21500,PLN,Lublin (Lubelskie),2007,276000,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6108279758,Audi A3 1.6 FSI Attraction,https://www.otomoto.pl/oferta/audi-a3-sportback-1-6-115km-skory-klima-alu-6biegow-ID6FnIBg.html,20900,PLN,Elbląg (Warmińsko-mazurskie),2006,242500,1598,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6108744028,Audi A3 1.9 TDI Ambiente,https://www.otomoto.pl/oferta/audi-a3-swiezo-sprowadzony-z-niemiec-ID6FpFnu.html,17500,PLN,Starachowice (Świętokrzyskie),2008,189000,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6100805128,Audi A3,https://www.otomoto.pl/oferta/audi-a3-drugi-wlasciciel-zadbany-osoba-prywatna-ID6ESm6I.html,32500,PLN,Niemce (Lubelskie),2011,210218,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6108273857,Audi A3 2.0 TDI DPF Ambiente,https://www.otomoto.pl/oferta/audi-a3-audi-a3-8p-sportback-2-0-tdi-cr-ID6FnH45.html,30900,PLN,Sosnowiec (Śląskie),2008,243000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6107940704,Audi A3 2.0 TDI Sportback DPF S line Sportpaket,https://www.otomoto.pl/oferta/audi-a3-2-0-tdi-sline-sportback-170-ID6FmioE.html,23500,PLN,Krosno (Podkarpackie),2007,228000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6107995018,Audi A3 1.9 TDI Sportback DPF Ambition,https://www.otomoto.pl/oferta/audi-a3-ambition2wl20081-9tdi105km217329kmserwisklimaaluzarejestrowany-ID6FmvvG.html,22900,PLN,Sieradz (Łódzkie),2008,217329,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6107951627,Audi A3 2.0 TDI Attraction,https://www.otomoto.pl/oferta/audi-a3-2-0tdi-cr-140km-bi-xenon-bezwypadkowa-potwierdzony-przebieg-webasto-ID6FmleP.html,31900,PLN,Rodaki (Małopolskie),2009,210700,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6108741518,Audi A3 2.0 TDI Ambition,https://www.otomoto.pl/oferta/audi-a3-audi-a3-8p-2-0-tdi-lift-2008-9r-ID6FpEJ0.html,29500,PLN,Brzesko (Małopolskie),2008,233000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6108741397,Audi A3 2.0 TDI Ambition,https://www.otomoto.pl/oferta/audi-a3-8p-2-0-tdi-140km-ID6FpEH3.html,25900,PLN,Świdnica (Dolnośląskie),2008,251000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6108740980,Audi A3 1.6 Sportback Ambition,https://www.otomoto.pl/oferta/audi-a3-audi-a3-8p-1-6-mpi-ID6FpEAk.html,21000,PLN,Kamienna (Opolskie),2005,215400,1595,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6107991639,Audi A3,https://www.otomoto.pl/oferta/audi-a3-audi-a3-benzyna-150-koni-s-line-skory-alufelgi-ID6FmwEb.html,13990,PLN,Sulechów (Lubuskie),2006,223500,1984,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6106594515,Audi A3,https://www.otomoto.pl/oferta/audi-a3-audi-a3-1-9-tdi-8p-sportback-ID6FgEbW.html,18500,PLN,Liszki (Małopolskie),2006,398000,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6107939798,Audi A3 2.0 TDI Ambiente S tronic,https://www.otomoto.pl/oferta/audi-a3-s-tronic-s-line-tempomat-bose-ID6Fmia2.html,19900,PLN,Wyszków (Mazowieckie),2004,297500,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6103645349,Audi A3 2.0 FSI Ambition Tiptr,https://www.otomoto.pl/oferta/audi-a3-audi-a3-2-0-150km-benzyna-automat-117-tys-przebiegu-orginalego-polecam-ID6F4gYJ.html,9999,PLN,Swarzędz (Wielkopolskie),2003,117800,1984,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6107990516,Audi A3,https://www.otomoto.pl/oferta/audi-a3-2-0-tdi-140-km-8v-z-niemiec-bogate-super-stan-ID6Fmwm4.html,24300,PLN,Lechów (Świętokrzyskie),2008,240000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6107939645,Audi A3 1.9 TDI DPF Ambiente,https://www.otomoto.pl/oferta/audi-a3-ID6Fmi7z.html,18900,PLN,Augustów (Podlaskie),2007,240000,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=21,21,6098040327,Audi A3,https://www.otomoto.pl/oferta/audi-a3-audi-a3-ID6EGKR9.html,28900,PLN,Głuchołazy (Opolskie),2008,321805,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6107939585,Audi A3 1.4 TFSI Attraction,https://www.otomoto.pl/oferta/audi-a3-a-3-alcantara-bi-xenon-bose-tempomat-czujniki-parkowania-przod-i-tyl-ID6Fmi6B.html,23498,PLN,Krosno Odrzańskie (Lubuskie),2010,142439,1390,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6108737892,Audi A3,https://www.otomoto.pl/oferta/audi-a3-2-0-tdi-170km-bogaty-sportback-z-niemiec-znakomity-stan-ID6FpDMv.html,23900,PLN,Napęków (Świętokrzyskie),2007,280000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6108269749,Audi A3 2.0 TDI DPF Ambiente,https://www.otomoto.pl/oferta/audi-a3-audi-a3-2-0-tdi-140km-sportback-s-line-2-kluczyki-bezwypadkowy-ID6FnFZP.html,23900,PLN,Turbia (Podkarpackie),2007,260200,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6107939227,Audi A3 2.0 TDI DPF Ambiente,https://www.otomoto.pl/oferta/audi-a3-audi-a3-8p-2-0tdi-bmn-170km-ID6Fmi0P.html,20500,PLN,Kraków (Małopolskie),2006,271000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6105792034,Audi A3 1.9 TDI Ambiente,https://www.otomoto.pl/oferta/audi-a3-audi-a3-1-9-tdi-ID6FdhqG.html,19900,PLN,Lidzbark Warmiński (Warmińsko-mazurskie),2007,215000,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6108739593,Audi A3 Cabriolet 1.8 TFSI S Line Sportpaket (plus),https://www.otomoto.pl/oferta/audi-a3-stan-idealny-bezwypadkowy-ksiazka-serwisowa-sline-ID6FpEdX.html,42000,PLN,Lubsko (Lubuskie),2009,95000,1798,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6108445727,Audi A3,https://www.otomoto.pl/oferta/audi-a3-2-0-tdi-170km-navi-alu-czujniki-cofania-tuv-08-23-sprowadzona-ID6FopMb.html,20999,PLN,Elbląg (Warmińsko-mazurskie),2006,315000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6108737839,Audi A3,https://www.otomoto.pl/oferta/audi-a3-tdicrliftklimatempomatkomputerparktronicalu-17jak-nowa-ID6FpDLF.html,25800,PLN,Augustów (Podlaskie),2011,258000,1598,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6108445551,Audi A3 1.6 TDI DPF Attraction,https://www.otomoto.pl/oferta/audi-a3-super-stan-niski-przebieg-polecam-ID6FopJl.html,39900,PLN,Jakubowice Konińskie (Lubelskie),2012,88000,1598,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6106827287,Audi A3 1.8 TFSI Attraction,https://www.otomoto.pl/oferta/audi-a3-piekna-1-8tfsi-160km-ID6FhCKj.html,33500,PLN,Strzelin (Dolnośląskie),2010,178000,1798,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6108686333,Audi A3,https://www.otomoto.pl/oferta/audi-a3-navi-xsenon-skora-alcantara-bose-sound-system-automat-ID6FpqmW.html,22500,PLN,Elbląg (Warmińsko-mazurskie),2005,204000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6107776577,Audi A3 1.6 TDI DPF Ambiente,https://www.otomoto.pl/oferta/audi-a3-serwisowany-ID6FlBHr.html,24400,PLN,Chodzież (Wielkopolskie),2011,195000,1598,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6105321165,Audi A3 2.0 TDI Sportback DPF Ambiente,https://www.otomoto.pl/oferta/audi-a3-exclusive-2-0tdi-140km-bixenon-led-skora-navi-dvd-pelna-historia-aso-ID6FbiV1.html,39900,PLN,Płock (Mazowieckie),2012,179043,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6092973476,Audi A3,https://www.otomoto.pl/oferta/audi-a3-1-6-102-km-bezwypadkowy-serwisowany-pelna-dokumentacja-ID6EluJK.html,21950,PLN,Brzesko (Małopolskie),2005,190283,1595,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6108738200,Audi A3 1.4 TFSI Sportback S line Sportpaket (plus),https://www.otomoto.pl/oferta/audi-a3-sportback-3x-s-line-jak-nowa-wyposazona-z-niemiec-ID6FpDRu.html,39900,PLN,Wrocław (Dolnośląskie),2012,240000,1390,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6108738097,Audi A3 3.2 Quattro S tronic,https://www.otomoto.pl/oferta/audi-a3-a3-3-2-vr6-dsg-quattro-s-line-gaz-ID6FpDPP.html,35000,PLN,Jastrzębie-Zdrój (Śląskie),2005,237500,189,Benzyna+LPG
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6108445181,Audi A3 Cabriolet 1.9 TDI DPF Attraction,https://www.otomoto.pl/oferta/audi-a3-1-9-tdi-105kmi-liftkabrioletklimatronicalu-18tempomatz-de-ID6FopDn.html,36700,PLN,Częstochowa (Śląskie),2009,183000,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6108265596,Audi A3 1.6 Sportback Ambiente,https://www.otomoto.pl/oferta/audi-a3-audi-a3-ID6FnEUQ.html,18200,PLN,Wałbrzych (Dolnośląskie),2005,161000,1595,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6107482787,Audi A3 1.9 TDI Ambiente,https://www.otomoto.pl/oferta/audi-a3-1-9-tdi-bkc-zadbane-serwisowane-oplacone-z-niemiec-ID6FkngT.html,24500,PLN,Szczytno (Warmińsko-mazurskie),2005,219065,1896,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6108265703,Audi A3 2.0 TDI Ambition,https://www.otomoto.pl/oferta/audi-a3-sportback-2-0tdi-alufelgi-klimatronic-mega-cena-12999zl-ID6FnEVz.html,12999,PLN,Police (Zachodniopomorskie),2005,360000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6108737767,Audi A3 2.0 TDI DPF S tronic S line Sportpaket,https://www.otomoto.pl/oferta/audi-a3-2-0-tdi-140km-ID6FpDKw.html,29000,PLN,Żary (Lubuskie),2008,287000,1968,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6108264949,Audi A3,https://www.otomoto.pl/oferta/audi-a3-audi-a3-ID6FnEKp.html,25000,PLN,Brzeszcze (Małopolskie),2011,276500,1598,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6108737582,Audi A3,https://www.otomoto.pl/oferta/audi-a3-2-0tdi-140km-org-lakier-2012r-ledy-ciemny-sufit-zmieniony-rozrzad-ID6FpDHv.html,42900,PLN,Radom (Mazowieckie),2012,209000,1998,Diesel
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6106697607,Audi A3 2.0 FSI Ambition,https://www.otomoto.pl/oferta/audi-a3-8p-sportback-ID6Fh50H.html,22200,PLN,Wrocław (Dolnośląskie),2006,250000,1984,Benzyna
https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012,https://www.otomoto.pl/osobowe/audi/a3/od-2003?search%5Bfilter_enum_generation%5D=gen-8p-2003-2012&search%5Bfilter_float_year%3Ato%5D=2012&page=22,22,6107937187,Audi A3 1.6 FSI Attraction,https://www.otomoto.pl/oferta/audi-a3-z-niemiec-xenon-super-stan-ID6FmhtW.html,18900,PLN,Nidzica (Warmińsko-mazurskie),2006,198400,1598,Benzyna
